,weights,c,m,sigma,logL,logL_birth,nlive,pid,start_pid,end_pid
1904,6.99178633335865e-32,-1.7796159447219884,-7.10753998578606,3.1392939038792744,-80.13452526225589,-inf,3096,4934,1404,6904
1905,7.176446625580208e-32,-8.747661803030518,4.939699074603023,8.201872541818444,-80.10845697979886,-inf,3095,480,2199,6905
1906,7.408891025077338e-32,8.781857433126623,-7.354484936207744,7.865378764261186,-80.07658057253767,-inf,3094,4864,1976,6906
1907,7.793811484121453e-32,7.85265728848028,-0.8509389940427559,3.8926101376636457,-80.02593132209587,-inf,3093,4515,4283,6907
1908,7.813297876662588e-32,-8.578208114337201,-0.19691031694021532,7.744563713569916,-80.02343420335139,-inf,3092,3923,1920,6908
1909,7.893057621838579e-32,-9.071186326546048,2.5635830144315364,8.474654337740715,-80.01327775033998,-inf,3091,414,1187,6909
1910,7.913333800583955e-32,-4.276262916593101,-4.19976931141385,3.335199135605267,-80.01071218185257,-inf,3090,3473,1549,6910
1911,7.919470336660153e-32,9.375343667738214,-2.410039103232715,6.287292613307898,-80.0099370145062,-inf,3089,231,1150,6911
1912,8.035049317815968e-32,-9.781437939494895,1.537897539303965,9.821462126874536,-79.9954482043673,-inf,3088,2456,723,6912
1913,8.127995023430443e-32,-8.517523170686516,-3.953719919568086,8.74909809814948,-79.98394706285075,-inf,3087,556,141,6913
1914,8.69845579543172e-32,6.73912926026127,4.329229760659841,2.6703575391907353,-79.91611582628327,-inf,3086,1340,4069,6914
1915,8.735177040588328e-32,0.5458101033857954,-5.29682374511407,1.5614452723577954,-79.91190313007613,-inf,3085,35,2726,6915
1916,8.739599598211161e-32,-4.461911592635945,9.0008568027249,3.9546790754011596,-79.9113969653554,-inf,3084,2191,3431,6916
1917,9.452835753923515e-32,-8.335390953127732,8.83695261712846,8.965178163003591,-79.83294656514087,-inf,3083,1310,3329,6917
1918,9.55759477933957e-32,-7.093114426807383,-2.508873230967006,5.974453280909011,-79.82192523812253,-inf,3082,3100,1773,6918
1919,1.0575233683796404e-31,9.413178698353498,0.125324772825115,5.8178073754107,-79.7207465189651,-inf,3081,4998,2783,6919
1920,1.13341844865819e-31,-3.4342573383420705,-3.6226451127166603,2.4460627381434175,-79.65143800652642,-inf,3080,2598,2649,6920
1921,1.181364238845741e-31,-5.566986943364887,0.7927685029821374,3.410596631486069,-79.61000634313406,-inf,3079,1528,2152,6921
1922,1.2044398726522971e-31,9.490742047926233,8.6661561896636,7.494607702333074,-79.59066162551802,-inf,3078,1293,576,6922
1923,1.223391898653717e-31,8.34748561792805,1.1845559896123659,4.27570725588446,-79.57504900260638,-inf,3077,4373,2219,6923
1924,1.228716693262737e-31,1.9219935597359017,8.144114573354235,1.199335417480989,-79.57070596250114,-inf,3076,1156,3723,6924
1925,1.2423519440517297e-31,-8.337239922413534,9.136189424665782,9.172185281361164,-79.55966993624625,-inf,3075,4134,275,6925
1926,1.2726817992722538e-31,-4.330266686456858,-1.1688233380468516,2.464568423501994,-79.5355499213826,-inf,3074,4577,3380,6926
1927,1.3308283536697082e-31,5.3080349672312455,-9.461894122956082,5.779131757452429,-79.4908746777494,-inf,3073,1401,4137,6927
1928,1.4187631059543473e-31,-8.289189966550175,7.567040701795946,8.354975420898185,-79.42689080853589,-inf,3072,1149,1862,6928
1929,1.4470821205625785e-31,5.846820430212212,-9.863499966732,6.563075382465701,-79.40712705008968,-inf,3071,4106,1579,6929
1930,1.4642650305685007e-31,-2.6599785445506097,-7.674275664498809,4.027860100736884,-79.39532281745393,-inf,3070,848,965,6930
1931,1.4758837434580863e-31,9.763129890029095,2.448990028762954,6.281197323012764,-79.38741928993632,-inf,3069,3800,2458,6931
1932,1.522969707536391e-31,4.690747349211413,-1.3059441451776577,1.2863608313356978,-79.3560140646983,-inf,3068,1611,227,6932
1933,1.532872924555163e-31,-7.711585035769004,8.405357132470947,7.794294029501576,-79.34953254527429,-inf,3067,4857,2928,6933
1934,1.6667961891417156e-31,-1.9122693186639594,6.9659437387112355,1.3879384720321264,-79.26577291418641,-inf,3066,3728,3836,6934
1935,1.6825910513427654e-31,-7.207774742705664,3.43920686311161,5.578895989721895,-79.25634135064838,-inf,3065,3335,881,6935
1936,1.7150547746712415e-31,-6.9654016123213,5.9270733078442595,5.731005228545987,-79.23723122972605,-inf,3064,198,392,6936
1937,1.7702636221243563e-31,-0.8721607841771872,-3.8733914457306184,1.2480630919376168,-79.20554777386899,-inf,3063,364,2064,6937
1938,1.8198136136283803e-31,5.736270065365243,-9.276265521627373,6.003222363888678,-79.17794216266758,-inf,3062,401,3351,6938
1939,1.8746686167972998e-31,-3.4929255241993484,-8.345343502562784,5.112025505803015,-79.14824434232347,-inf,3061,4769,1510,6939
1940,1.8783231127256395e-31,-9.0797065841967,-0.3552216889425486,8.803014418364183,-79.14629683092637,-inf,3060,22,3373,6940
1941,1.906703721639371e-31,7.848882959911605,-7.7018683945494315,7.003837556391231,-79.13130029745682,-inf,3059,773,3691,6941
1942,1.9164602818148486e-31,6.342858674344787,-5.495564163989157,4.028076380713667,-79.12619636712773,-inf,3058,4722,74,6942
1943,1.9378412665031423e-31,8.640740597039462,9.433904227113477,6.723086519384562,-79.11510164413299,-inf,3057,4281,2388,6943
1944,2.0128695973405727e-31,-9.696971035775546,0.6325599445690644,9.877157498597864,-79.07711488411643,-inf,3056,2669,4820,6944
1945,2.065215188391529e-31,-7.772587167697993,1.5483915586513852,6.377976113174244,-79.0514418199804,-inf,3055,2735,2597,6945
1946,2.0711274746626024e-31,-7.999176370283911,0.020321795503810414,6.868813476100943,-79.04858311567126,-inf,3054,4483,4547,6946
1947,2.072184424517493e-31,9.019602299876436,7.318371788983562,6.2605415457592395,-79.04807292000979,-inf,3053,3530,4284,6947
1948,2.191682036317602e-31,9.230958458845091,-7.166254549249982,8.554137467734236,-78.99200694627822,-inf,3052,2841,1264,6948
1949,2.1980410566067765e-31,7.926669032447156,-8.817141832555047,7.9638118144821135,-78.9891097135359,-inf,3051,1209,1227,6949
1950,2.2178170724931e-31,9.708064119697921,7.735279875980736,7.483135555035778,-78.98015283696971,-inf,3050,844,3496,6950
1951,2.2341673148130107e-31,7.202134449117441,7.17627331393301,3.9393226848356444,-78.9728076558516,-inf,3049,417,3561,6951
1952,2.4772370224882526e-31,8.501422963086904,-2.025143864017611,5.063573347802741,-78.86953241315143,-inf,3048,4261,3772,6952
1953,2.872953765094681e-31,-7.801151421538282,2.6774467608461627,6.478528295283095,-78.72133556145154,-inf,3047,4813,3030,6953
1954,2.9945974886330057e-31,4.15470407284297,-7.507565914919563,3.6493709230829086,-78.67986642032851,-inf,3046,4776,4040,6954
1955,3.2028502514926575e-31,-4.993431241313426,-5.643485518292706,4.821892493924935,-78.61263513146183,-inf,3045,1085,1616,6955
1956,3.214182070150336e-31,-5.467515943121204,-8.067161870137248,6.911467342588096,-78.60910333362483,-inf,3044,131,2538,6956
1957,3.417476439676742e-31,-4.118658084890008,8.97124602634538,3.7174310103701447,-78.5477738528485,-inf,3043,4232,2766,6957
1958,3.5724225789257717e-31,3.0052554628555006,-8.9767225335802,4.204967863488118,-78.50343228922992,-inf,3042,681,1724,6958
1959,3.5741255853891403e-31,-6.0335948877308665,7.026841010509619,4.9204105657849295,-78.50295569368868,-inf,3041,523,1055,6959
1960,3.691064775821908e-31,-7.3778682396481665,3.276962667002019,5.894984671917969,-78.47076127485676,-inf,3040,3672,706,6960
1961,3.7354026283621068e-31,2.8004369214403413,-9.614934593292466,4.652947786087552,-78.45882063688478,-inf,3039,4066,3399,6961
1962,3.7422610861429353e-31,5.169187523579413,-4.8047115851882305,2.7764781117455772,-78.45698625118202,-inf,3038,2698,3436,6962
1963,3.7613241527983076e-31,-7.288576796415884,-5.224227243744672,7.585457129880659,-78.45190518471546,-inf,3037,2087,4002,6963
1964,3.9393933931654643e-31,-7.7907520847431755,7.5150491777001704,7.652654595063028,-78.40564949808663,-inf,3036,3008,2403,6964
1965,3.940397279156701e-31,-5.736883242607473,-2.449845873583909,4.308633387560874,-78.40539469791781,-inf,3035,1830,2983,6965
1966,3.9859552301095755e-31,8.761395084916067,3.4479880868453705,4.983080872343124,-78.39389925847419,-inf,3034,4162,2786,6966
1967,4.023025234576221e-31,6.359050431376838,9.60369601303591,4.250779202196959,-78.38464208289317,-inf,3033,143,4921,6967
1968,4.129294236153867e-31,-7.677318260453423,-4.961723964519491,8.07277002610248,-78.35856974317767,-inf,3032,2862,3878,6968
1969,4.130551897813854e-31,7.890386688507673,-1.589863895226955,4.21623460045849,-78.35826521894083,-inf,3031,1352,1068,6969
1970,4.2858870874163625e-31,-7.588040923523591,-0.3009951153360779,6.346993186206054,-78.32134869622682,-inf,3030,4952,3124,6970
1971,4.418291276900662e-31,2.505097458018035,7.3040276039879615,1.020361734837807,-78.29092321600943,-inf,3029,731,4116,6971
1972,4.504666729111937e-31,5.532115491914356,9.574756969947789,3.5318611169367164,-78.27156233809343,-inf,3028,4546,3090,6972
1973,4.806086101990504e-31,-5.655479263505874,8.107428740077761,4.9279452808120405,-78.20679319574369,-inf,3027,1311,4765,6973
1974,4.872032019942015e-31,-6.882717392128055,5.560344060728699,5.616961963785134,-78.19316514579428,-inf,3026,3631,1638,6974
1975,5.054032792312146e-31,-8.297413866898559,4.341772039414966,7.5757026434875385,-78.15648975108499,-inf,3025,1076,2108,6975
1976,5.378252062041187e-31,9.485310488771788,-6.028638060533562,8.356288413048178,-78.09431282256536,-inf,3024,4374,4474,6976
1977,5.605684495864315e-31,6.162338025193952,-5.63469136616547,4.0123810799848325,-78.05289507698357,-inf,3023,1687,1227,6977
1978,5.750913240600653e-31,0.7495425123215105,-9.352837902508018,4.196794708161383,-78.02731758176742,-inf,3022,2658,2717,6978
1979,5.762449246577397e-31,-6.814048686534968,-4.469019177439888,6.552687162240893,-78.02531364766936,-inf,3021,1391,706,6979
1980,6.082508114515618e-31,-5.573082524090602,9.231720762339872,5.407683542142589,-77.97125911866756,-inf,3020,2058,3411,6980
1981,6.093600682983528e-31,6.0506801122598475,2.2194036790940475,1.9397750702524585,-77.96943709625917,-inf,3019,1657,3209,6981
1982,6.347028183114772e-31,-4.299696761560945,-8.305667287430278,5.912793876436131,-77.92868954771954,-inf,3018,3113,1232,6982
1983,6.692634448782106e-31,-8.488560163988584,7.404531103987657,8.884465550852614,-77.87566866273649,-inf,3017,984,3443,6983
1984,6.740240740461339e-31,7.806409385892814,1.5798204645071667,3.7161322393912366,-77.8685806059622,-inf,3016,3941,2706,6984
1985,6.894583224881358e-31,-5.994182093572089,-5.698740083628127,6.100413559585196,-77.84594018499195,-inf,3015,432,1056,6985
1986,7.008258057968125e-31,7.3489144164033515,-8.465300663141937,7.139120277882254,-77.82958707212137,-inf,3014,89,87,6986
1987,7.178532949928017e-31,3.9392143780080646,9.92572723060424,2.730836969680148,-77.80558121075725,-inf,3013,4568,4608,6987
1988,7.2444112008425795e-31,-7.7833648921236875,-7.364508905840843,9.83598978774992,-77.7964459456726,-inf,3012,2322,1489,6988
1989,7.495703573778785e-31,2.830155136303536,-8.907989702146502,4.147318959111566,-77.76234624885022,-inf,3011,3579,2577,6989
1990,7.563072204438423e-31,-5.47700634799591,0.07800846297380204,3.4932776287361067,-77.75339876452641,-inf,3010,3664,4221,6990
1991,7.763898906545097e-31,9.423401744061444,-4.038270231416852,7.258786974631537,-77.72719160399114,-inf,3009,2905,982,6991
1992,7.980585731697124e-31,9.53134928053505,-2.9064835874968242,6.970442716805591,-77.69966443968771,-inf,3008,573,300,6992
1993,8.025666343823712e-31,7.671303499098543,9.405624197202137,5.610696167408069,-77.69403154935054,-inf,3007,3269,698,6993
1994,8.152084817707871e-31,-8.556140028460932,-3.8495343884620015,9.156364639854438,-77.67840254802412,-inf,3006,3042,2832,6994
1995,8.296614616430685e-31,3.034621862272693,-6.725038711160143,2.7145174442920816,-77.66082869435861,-inf,3005,3754,1053,6995
1996,8.781412401682868e-31,2.3867248340756353,9.279443358735374,1.8366887650152952,-77.60403898791307,-inf,3004,3227,4098,6996
1997,9.069981458728615e-31,-2.290719769227154,-9.739746037013767,5.535519852296753,-77.57170602853455,-inf,3003,752,221,6997
1998,9.363350107143484e-31,5.365789190048593,-8.859771860380352,5.534337570653016,-77.53987310453577,-inf,3002,1964,608,6998
1999,9.738727835161568e-31,-9.003775283564357,0.4432141841540771,8.817905469817003,-77.50056575170039,-inf,3001,835,4584,6999
2000,9.759031282740323e-31,7.067401426383317,-9.001679264821924,7.292412667979178,-77.49848310673624,-inf,3000,680,1306,7000
2001,9.93279356812382e-31,7.6596704635483315,-2.6890944323505384,4.327595028115989,-77.48083448383053,-inf,2999,814,1073,7001
2002,1.0243540132469271e-30,7.05874242892941,5.419694745616681,3.337797614680682,-77.45002897249113,-inf,2998,2785,3449,7002
2003,1.0291293771066833e-30,6.211506946884957,8.363554210406662,3.5507526743142703,-77.44537797556512,-inf,2997,2015,4714,7003
2004,1.0353764429293448e-30,-8.62796259811017,-2.666061603380454,8.85352062255157,-77.43932608185875,-inf,2996,829,1181,7004
2005,1.0405727453286869e-30,9.989428379333095,-4.483172073994526,8.43923204868118,-77.43431987719725,-inf,2995,4853,4458,7005
2006,1.0680134093797835e-30,8.792575641733613,8.380433237987042,6.595362590574554,-77.40829085936561,-inf,2994,3967,2216,7006
2007,1.1332229599468466e-30,9.512338913736782,-6.3288036108120105,8.707393741791204,-77.34902540549442,-inf,2993,845,3767,7007
2008,1.1450958537346199e-30,9.208476924838877,6.377757786253948,6.391727578554134,-77.33860280686937,-inf,2992,52,2553,7008
2009,1.349109837401368e-30,9.062433907357356,3.5250727144927785,5.537900619552348,-77.17464616016264,-inf,2991,3043,1280,7009
2010,1.3637434509734666e-30,7.6961142315842235,-1.652349238239843,4.086763429140801,-77.16385769948927,-inf,2990,2659,536,7010
2011,1.3724585001441788e-30,6.411006982724943,-3.2189878148904016,3.205023466436878,-77.15748749816836,-inf,2989,865,1457,7011
2012,1.3885956347253968e-30,4.608264978575396,-9.471207593464545,5.528589579472872,-77.14579825374345,-inf,2988,3251,4253,7012
2013,1.4163732189166163e-30,6.640139661726714,-8.737535240899433,6.656880509723071,-77.12599162220039,-inf,2987,3466,1636,7013
2014,1.4517658347156529e-30,-7.7807752324606705,-6.86376999272817,9.607040762510826,-77.10131052288376,-inf,2986,1797,2410,7014
2015,1.4636497869269315e-30,-7.444810991371971,5.343845970075449,6.5267993229327566,-77.09315798508148,-inf,2985,3735,1531,7015
2016,1.4662277987017859e-30,5.997386837111978,9.080304299059456,3.7324064150158653,-77.09139817610324,-inf,2984,1572,3182,7016
2017,1.473057414598107e-30,-9.04628270852822,5.3943128573499965,9.362919331109596,-77.0867510407002,-inf,2983,3232,1066,7017
2018,1.4745027897576768e-30,-0.6169777963529999,-7.699105549227574,3.24920535306096,-77.08577031414998,-inf,2982,410,1667,7018
2019,1.5025545549459204e-30,7.6467103800139125,-5.810357128783834,5.774012656178556,-77.0669244592076,-inf,2981,386,2967,7019
2020,1.5679661364592132e-30,9.368607006162094,2.632193187493046,5.938763064404742,-77.0243118303748,-inf,2980,4534,3252,7020
2021,1.5925637905358293e-30,-4.086961971522989,9.200142904467054,3.9096821844391827,-77.00874599091061,-inf,2979,1712,4834,7021
2022,1.6034307904016584e-30,7.736069669238499,2.2326693171893686,3.6887426652294253,-77.00194557778707,-inf,2978,1325,2284,7022
2023,1.6229457835722073e-30,-5.991378363304811,-8.657419860386693,8.263724750315118,-76.9898482725188,-inf,2977,672,3747,7023
2024,1.683567438763568e-30,8.688976566141324,-6.87257372192704,7.859287401616248,-76.95317613794153,-inf,2976,4138,4544,7024
2025,1.7258356383088436e-30,-6.887001917475861,5.684768064347874,5.789533132216082,-76.92837979423277,-inf,2975,3491,2226,7025
2026,1.732686624779997e-30,5.650175420677481,-7.639043256995519,4.903886013477312,-76.92441798921247,-inf,2974,1282,946,7026
2027,1.8112912982619194e-30,-7.078123833772225,9.332379280300106,7.646626732941568,-76.88005114005807,-inf,2973,148,3619,7027
2028,1.8247789387731084e-30,5.4824520160237755,-7.9365147510442435,4.983870967114575,-76.87263230516533,-inf,2972,3236,475,7028
2029,1.896356203940984e-30,-7.79093857897839,-1.2390799582144219,7.0497812031781475,-76.83415689795977,-inf,2971,1826,544,7029
2030,1.9837620743315716e-30,-7.920922524447449,-5.382401427282719,8.964668690995305,-76.78909607596418,-inf,2970,4841,3718,7030
2031,2.0611374357680616e-30,-7.153333698088202,-5.895587791019201,8.009896541918442,-76.75083317171725,-inf,2969,660,283,7031
2032,2.0728595644225833e-30,-4.743158193061254,-8.601039990431595,6.73820293725492,-76.74516206935792,-inf,2968,4812,1763,7032
2033,2.15990681105587e-30,-5.345511983138085,7.968040114110679,4.6304240574764215,-76.70402607768814,-inf,2967,2709,1709,7033
2034,2.4381094549470016e-30,7.539599833888748,-4.274164058297236,4.890048050048577,-76.58286822998821,-inf,2966,2743,1796,7034
2035,2.5002286167299032e-30,-6.637312862167493,2.013969883279745,4.932174423533493,-76.55770898103874,-inf,2965,1226,2561,7035
2036,2.5259871798048852e-30,-6.692321540000528,5.224227632827048,5.42404760383093,-76.54745920680328,-inf,2964,4997,3195,7036
2037,2.607970577135103e-30,-6.634094649876636,-8.709888691418207,9.299089560041438,-76.51551879319628,-inf,2963,4427,1316,7037
2038,2.732306722729201e-30,7.866657943481368,9.957826977371923,6.314482105872683,-76.46894494961835,-inf,2962,3170,4356,7038
2039,2.954574335963666e-30,9.372766684370148,1.9798036236358518,5.9961615345753465,-76.3907365636849,-inf,2961,4886,918,7039
2040,2.9976859121944585e-30,9.823355188351307,9.072249817834868,8.738685499256619,-76.37625052701068,-inf,2960,2288,4673,7040
2041,3.0359167462842095e-30,-5.777428679558967,-4.814898186750969,5.506176606359043,-76.36357771843882,-inf,2959,923,4158,7041
2042,3.0743088688933538e-30,-8.435191291308053,-5.03612884131222,9.77219885236057,-76.35101103751057,-inf,2958,3346,3051,7042
2043,3.177288456835602e-30,8.44845298948786,6.3531349781610436,5.391073456844602,-76.31806300890547,-inf,2957,4925,338,7043
2044,3.5672091766446636e-30,8.360026330657075,4.348795476395226,4.760059313722442,-76.20230760858975,-inf,2956,2999,3770,7044
2045,3.589661807368961e-30,-7.785244191177281,-6.21172979458684,9.344039635205919,-76.19603316143647,-inf,2955,749,3890,7045
2046,3.7185541456600456e-30,-4.68352715332462,7.882221466558725,3.9084330025076808,-76.1607562332122,-inf,2954,40,4441,7046
2047,3.7224605637479785e-30,3.5596690930498287,9.689490688853052,2.495015415676849,-76.15970626392728,-inf,2953,1029,3656,7047
2048,3.79964582845884e-30,-6.372012065626169,-5.940249421438741,6.960521205276948,-76.13918329607213,-inf,2952,1540,3763,7048
2049,3.969711437539174e-30,7.432820004611682,-8.898757382168085,7.841949363246375,-76.09539774912479,-inf,2951,3544,3096,7049
2050,4.105319680945352e-30,8.166503494216585,6.463574439085478,5.071048723784866,-76.06180753955991,-inf,2950,2312,1852,7050
2051,4.1245435259866476e-30,-0.6903323139005613,-8.390946235679069,3.8365471488520275,-76.05713580212748,-inf,2949,970,800,7051
2052,4.3331441917818334e-30,-5.535964595278,-3.3834115723531832,4.590527079335434,-76.00779773563347,-inf,2948,2443,3588,7052
2053,4.691282118833907e-30,-6.992406642725246,1.236822668835349,5.52710878013718,-75.92838523743954,-inf,2947,2861,1140,7053
2054,4.9279392336600125e-30,-7.36892368572974,-0.7930373125255441,6.381575717038006,-75.87917026010061,-inf,2946,2945,74,7054
2055,5.0804219249612736e-30,-4.646743021427042,-9.81303468715312,7.8094248172057235,-75.8486968411877,-inf,2945,4518,618,7055
2056,5.368325194707634e-30,8.480644746559843,-8.486904047230288,8.966364739103096,-75.7935751773533,-inf,2944,4443,3553,7056
2057,5.386185002331728e-30,8.624946455758344,9.444171388295777,7.136493863359076,-75.79025381288103,-inf,2943,1191,4098,7057
2058,5.5352410536328335e-30,-1.5446786048716588,8.899558302945888,2.1057117679772364,-75.7629560394198,-inf,2942,722,1406,7058
2059,5.637212223212032e-30,-4.8450402708875195,-3.847828800459294,4.0152089370399295,-75.74470149877841,-inf,2941,3722,2093,7059
2060,5.762207016412274e-30,6.70893583476909,9.776292858748846,4.920119180333973,-75.72277059153237,-inf,2940,2295,1343,7060
2061,5.776365616046455e-30,-8.297567092374077,6.874730941607048,8.684942119473526,-75.7203164566596,-inf,2939,2033,2171,7061
2062,5.780141972501507e-30,-0.7188870404940895,-7.239158518879232,3.044534117559776,-75.71966291032471,-inf,2938,4535,2352,7062
2063,5.831842469308641e-30,9.415435861975535,-7.495909772174811,9.659633008978489,-75.71075817251771,-inf,2937,852,2634,7063
2064,5.9016757157061374e-30,9.443515784097407,-4.4153044931306695,7.761280930821426,-75.69885482522687,-inf,2936,1568,4687,7064
2065,5.995211656762731e-30,7.48372478671353,9.229535803043664,5.490901659567751,-75.683130062019,-inf,2935,1142,2921,7065
2066,6.471101676146925e-30,4.76648026581429,8.47413493492391,2.5628285814228002,-75.6067447868855,-inf,2934,1450,4395,7066
2067,6.556170178198347e-30,8.201810666884,-7.8477095531403585,8.08110153254719,-75.59368453725278,-inf,2933,3654,1415,7067
2068,6.910632868644883e-30,-7.667554888899479,-1.9236716524432662,7.206266754971111,-75.54102993447985,-inf,2932,2067,2544,7068
2069,6.969705837426476e-30,-7.90078146690651,5.089734097698613,7.425039170836838,-75.53251813564133,-inf,2931,4530,3828,7069
2070,7.079456107961916e-30,1.651370600818609,-4.822804955865516,1.4655551392235955,-75.51689407157838,-inf,2930,1194,1685,7070
2071,7.17199690363049e-30,-8.325447525645036,-0.9432270032782908,8.109766957712212,-75.50390703141136,-inf,2929,2244,3943,7071
2072,7.217864156000916e-30,9.238320305972021,8.063263989463474,7.3726859720401645,-75.4975320695519,-inf,2928,4071,3632,7072
2073,7.435376936359524e-30,-4.333211466812643,3.542685470070257,2.399534217739223,-75.46784187923649,-inf,2927,779,1605,7073
2074,7.707882505166293e-30,8.067915723239643,-9.809146662463434,9.622179190363715,-75.43184764821987,-inf,2926,1244,1363,7074
2075,7.864681340808533e-30,5.945511758602171,-8.275917097303722,5.796044946601835,-75.41170913584249,-inf,2925,50,1109,7075
2076,7.882885977049939e-30,8.490253460457202,6.8694275502020785,5.731166399637269,-75.40939707786131,-inf,2924,279,4594,7076
2077,8.33550261525245e-30,7.848235236280416,0.7644574803210302,3.9852431430229895,-75.35356733926919,-inf,2923,4288,2533,7077
2078,8.408778200010525e-30,-8.983069232058138,0.4626541209949142,9.153140307894002,-75.34481497142109,-inf,2922,3550,732,7078
2079,8.726228099160908e-30,0.391514763098737,8.414718831961242,1.365967539980364,-75.30775794088987,-inf,2921,1321,113,7079
2080,8.925263682689182e-30,4.792145220502273,7.475441375707721,2.1599414550594487,-75.28520528391572,-inf,2920,1420,619,7080
2081,9.052266951112403e-30,-6.890625741911811,-8.774867898955643,9.989439890105903,-75.2710759372442,-inf,2919,4724,4436,7081
2082,9.126764053709785e-30,-7.317488203231934,4.339783915326008,6.319390507871832,-75.26287995368493,-inf,2918,883,2057,7082
2083,9.436126644223853e-30,8.251887878311631,1.8967588962070314,4.472219229215759,-75.22954557257977,-inf,2917,2626,4596,7083
2084,9.465900936251013e-30,-6.875144385366312,-7.400144377669102,8.850082639142888,-75.22639518921204,-inf,2916,4402,1625,7084
2085,9.823200236232527e-30,-7.293962482362626,-4.24528949756847,7.559796487394883,-75.18934419651133,-inf,2915,691,938,7085
2086,9.880539122492437e-30,-7.6268684861895775,-0.4934046504946199,6.833201656123135,-75.183524078099,-inf,2914,467,597,7086
2087,1.0784425713222536e-29,-6.6179082963229385,5.117723108726553,5.43834236793786,-75.09598812565862,-inf,2913,3338,2031,7087
2088,1.08770862536962e-29,-5.211012202643359,0.5203750147970032,3.3014912700633237,-75.08743275742754,-inf,2912,3552,3765,7088
2089,1.1124139640308317e-29,8.548973218003443,1.558595900505253,4.903541043207449,-75.06497366606465,-inf,2911,4905,339,7089
2090,1.141077357243027e-29,-5.589826913041369,-1.4446724263252264,4.101516306846131,-75.03953319608901,-inf,2910,4280,2561,7090
2091,1.2843876807960514e-29,7.225095313130923,-7.961237774267369,6.986233349410396,-74.92122397065012,-inf,2909,4195,4814,7091
2092,1.3290835992505892e-29,-8.161203750061322,-4.645807329442819,9.328043394823148,-74.88701638080138,-inf,2908,2732,4732,7092
2093,1.3382121115740036e-29,-3.0647208301868822,7.753992090514199,2.5017158323776245,-74.88017158445845,-inf,2907,4110,247,7093
2094,1.359340168237144e-29,8.410986940534638,-5.954029442791584,7.15419365031877,-74.8645066508291,-inf,2906,1832,4103,7094
2095,1.3685685574797518e-29,-8.518774107444544,4.220669575221021,8.464683611963459,-74.85774071737947,-inf,2905,806,4687,7095
2096,1.3718100823823956e-29,9.295176715844754,9.289285347074298,8.230330072987295,-74.85537496662721,-inf,2904,2543,2102,7096
2097,1.3818656361040395e-29,-3.9350927840052963,-5.768989663092241,4.145627708093917,-74.8480715660481,-inf,2903,1302,2492,7097
2098,1.487191357174021e-29,-7.173960414460492,-4.846320650212408,7.739183529850504,-74.77461671649668,-inf,2902,2842,580,7098
2099,1.5050286333648378e-29,-8.143405329608866,8.62780932016844,9.40720722566104,-74.76269413891846,-inf,2901,2438,3815,7099
2100,1.5226081029638198e-29,8.456908007729314,7.84916742803015,6.1772582290107785,-74.75108134075984,-inf,2900,1253,519,7100
2101,1.5733666321852097e-29,-3.3945743141426155,-9.131315972192615,6.120691871880586,-74.71828838719988,-inf,2899,2416,2677,7101
2102,1.6313734152383048e-29,6.121660978260857,-9.661776640602344,7.253066012097467,-74.68208381635158,-inf,2898,2123,3194,7102
2103,1.858474750985424e-29,5.914658196349607,0.15214107211748207,2.0447157075302957,-74.55174993746215,-inf,2897,2545,4731,7103
2104,1.9239594602985715e-29,-5.61659697874767,-4.0510390573377775,5.11432394874711,-74.51712078093918,-inf,2896,1723,1112,7104
2105,2.0004395592126807e-29,-7.131870065141115,-4.6666424298999365,7.618940358462383,-74.47813912641152,-inf,2895,4873,1859,7105
2106,2.0988570803800233e-29,8.735357398308317,8.051278192146363,6.728395592835961,-74.43011311329474,-inf,2894,4760,4170,7106
2107,2.1434666671760294e-29,4.683930064303374,2.717600877624795,1.057113436976318,-74.40908160614734,-inf,2893,3213,4929,7107
2108,2.1550192512212467e-29,6.834007671960172,-8.287864760352758,6.8566248678266035,-74.40370640563269,-inf,2892,1956,4017,7108
2109,2.1959282978658594e-29,1.038741541983308,4.285595648505569,0.15492898665895094,-74.38490119056074,-inf,2891,2749,3167,7109
2110,2.5287551775651445e-29,7.645828212879668,-6.267283414631999,6.38223627607625,-74.24377890545198,-inf,2890,3103,1745,7110
2111,2.5392737485704474e-29,-3.806536371370437,-9.366453060599834,6.763942332723653,-74.23962794804338,-inf,2889,3225,3139,7111
2112,2.5551083373261756e-29,-5.597100455592252,8.799868647317869,5.588120166050585,-74.23341143758827,-inf,2888,2730,2549,7112
2113,2.5865710353613524e-29,-7.838479658062574,5.938789961059268,7.759102727763459,-74.22117298845168,-inf,2887,3649,355,7113
2114,2.591501623623584e-29,4.369655309805092,2.963322810088269,0.8925279456212287,-74.21926857726336,-inf,2886,2017,1970,7114
2115,2.638306410150345e-29,5.93399592763483,-9.795375062498657,7.261360552175697,-74.20136886243465,-inf,2885,1443,2782,7115
2116,2.708070479214011e-29,-5.15150059576603,-3.8314222042138013,4.476708295458094,-74.17526968142086,-inf,2884,4569,1164,7116
2117,2.7928388166150915e-29,-7.066767608990188,4.508162748871305,6.087507424347467,-74.14444748690102,-inf,2883,2396,4504,7117
2118,2.8507972274388854e-29,-5.962525677301804,1.3010248365302468,4.232206995870147,-74.12390737834004,-inf,2882,948,4951,7118
